Date,Close,High,Low,Open,Volume,return,log_return,volatility_20d,annualized_volatility_20d,momentum_20d,momentum_60d,sma_20,sma_50,sma_200,distance_from_sma20,running_max,drawdown,walk_forward_regime,regime_confidence,regime_label,momentum_signal,mean_reversion_signal,momentum_position,mean_reversion_position,tradable_regime,momentum_return,mean_reversion_return
2014-10-23,160.1309356689453,161.1742177706944,159.58054610489222,159.87627912055427,154944000,0.011625214580194,0.0115581609480709,0.0116447288581978,0.1848543398614125,-0.0071812877823408,-0.0057810428481751,158.35857391357422,161.27821197509766,155.58831520080565,0.0111920795418274,165.01951599121094,-0.0296242556094152,0,0.9998645612253724,Intermediate,-1.0,0.0,-1.0,0.0,0,-0.011625214580194,0.0
2014-10-24,161.36312866210938,161.41242793581398,159.76946978605272,160.39378937044268,117927000,0.0076949090943394,0.0076654542862379,0.0116355360244266,0.1847084081493958,-0.0074278465120714,0.0220527546565565,158.2981964111328,161.3041842651367,155.6512216949463,0.0193617635605671,165.01951599121094,-0.0221573024689777,0,0.9999041542992916,Intermediate,-1.0,0.0,-1.0,0.0,0,-0.0076949090943394,0.0
2014-10-27,161.14134216308594,161.3795655851563,160.21306677530146,160.78809963441634,82954000,-0.0013744558677208,-0.0013754012985883,0.0116329234379442,0.1846669346247299,-0.0069858981595701,0.0237763345492942,158.24151458740235,161.3263754272461,155.71099403381348,0.0183253274796098,165.01951599121094,-0.0235013041023072,0,0.9998962284853132,Intermediate,-1.0,0.0,-1.0,0.0,0,0.0013744558677208,-0.0
2014-10-28,162.9896240234375,162.99783429953962,161.60953301714767,161.6834756411575,106736000,0.0114699420740891,0.0114046609943994,0.0119073894745687,0.1890239478821815,0.007054584763579,0.0280954884327697,158.29860305786133,161.35871307373046,155.7899324798584,0.0296340010269169,165.01951599121094,-0.0123009206249371,0,0.999807719341876,Intermediate,1.0,0.0,-1.0,0.0,0,-0.0114699420740891,0.0
2014-10-29,162.74325561523438,163.57294514978378,161.66711979737192,163.10470849278974,142557000,-0.0015115588472534,-0.0015127024048427,0.0114598187454065,0.1819189828213314,0.0193466267601352,0.0365925295265641,158.45304183959962,161.3692785644531,155.85961837768554,0.0270756163834184,165.01951599121094,-0.0137938859067905,0,0.9998840674320376,Intermediate,1.0,0.0,1.0,0.0,0,-0.0015115588472534,-0.0
2014-10-30,163.78648376464844,164.25472026722727,162.15994635204947,162.30781908718325,113330000,0.0064102696328043,0.0063898112370987,0.0115201380877613,0.1828765226960381,0.0257226894530484,0.0429110849231446,158.65841064453124,161.39204223632814,155.93050994873047,0.032321470379572,165.01951599121094,-0.0074720388019328,0,0.9998900514790946,Intermediate,1.0,0.0,1.0,0.0,0,0.0064102696328043,0.0
2014-10-31,165.6594696044922,165.79090926192782,164.92835374532302,165.7580430801811,146903000,0.0114355336093245,0.0113706421386679,0.0115393633285939,0.1831817139328691,0.0261552572425283,0.0605802084456761,158.86953201293946,161.44278045654298,156.01173866271972,0.0427390797059799,165.6594696044922,0.0,0,0.9998690811839808,Intermediate,1.0,0.0,1.0,0.0,0,0.0114355336093245,0.0
2014-11-03,165.7498321533203,166.30843189307168,165.371946273366,165.87304899744913,93600000,0.000545471677797,0.000545322962199,0.0115259713334497,0.182969122600606,0.0279179000406621,0.0490226224085592,159.0946174621582,161.5003955078125,156.09657867431642,0.0418318029693562,165.7498321533203,0.0,0,0.9998560030111132,Intermediate,1.0,0.0,1.0,0.0,0,0.000545471677797,0.0
2014-11-04,165.1747589111328,165.6101417002347,164.34505724774155,165.3061860011234,93343000,-0.0034695253365659,-0.0034755580975164,0.0108971556762712,0.1729869835042177,0.0404120206884972,0.0423624123383805,159.41540603637696,161.52999267578124,156.17635620117187,0.036127956625733,165.7498321533203,-0.0034695253365659,0,0.9998406333043394,Intermediate,1.0,0.0,1.0,0.0,0,-0.0034695253365659,-0.0
2014-11-05,166.21807861328125,166.42344838893314,165.48696271335152,166.3823719268475,91709000,0.0063164596638507,0.0062965944405451,0.01033531170481,0.1640679869595751,0.0289872937884343,0.0504098503320913,159.64953002929687,161.578330078125,156.26086387634277,0.0411435510194049,166.21807861328125,0.0,0,0.999940588571062,Intermediate,1.0,0.0,1.0,0.0,0,0.0063164596638507,0.0
2014-11-06,166.88348388671875,166.9738470943814,165.64305488587422,166.25916424681674,107089000,0.0040032063839794,0.0039952148739791,0.0090415592346265,0.1435303031944881,0.054010634477843,0.0475242536652271,160.07711029052734,161.6412838745117,156.35481536865234,0.0425193432330104,166.88348388671875,0.0,0,0.9939238731313516,Intermediate,1.0,0.0,1.0,0.0,0,0.0040032063839794,0.0
2014-11-07,167.03953552246094,167.25312808301717,166.4398593669697,166.89988559774514,89540000,0.0009350933484113,0.0009346564209836,0.0084299083113167,0.1338206458009238,0.0671773381121736,0.0435763129566972,160.60285568237305,161.70915802001954,156.46534591674805,0.040078240282463,167.03953552246094,0.0,0,0.9714693436831008,Intermediate,1.0,0.0,1.0,0.0,0,0.0009350933484113,0.0
2014-11-10,167.56532287597656,167.6146096221679,166.8670730803031,167.0724428792855,66319000,0.0031476820853881,0.0031427385052952,0.0070423826477951,0.1117943587405347,0.0884159742876968,0.0470752660961839,161.28345260620117,161.77822570800782,156.5820703125,0.0389492546709895,167.56532287597656,0.0,0,0.7877128662707655,Intermediate,1.0,0.0,1.0,0.0,0,0.0031476820853881,0.0
2014-11-11,167.72958374023438,167.8363800261612,167.29420085345245,167.63101026693292,54499400,0.0009802795795605,0.0009797994193021,0.0070550475381784,0.1119954076425525,0.0877996085541739,0.039392291251171,161.96035079956056,161.8522149658203,156.69532180786132,0.0356212672557971,167.72958374023438,0.0,1,0.5309517979037257,Low-Volatility / Bull,1.0,0.0,1.0,0.0,0,0.0009802795795605,0.0
2014-11-12,167.54888916015625,167.7789023141723,167.0149202038658,167.0477863885977,90120300,-0.0010772970161183,-0.0010778777176449,0.0066933381283219,0.1062534487704389,0.0940302457135433,0.0328817230416818,162.68037948608398,161.9243878173828,156.81463760375976,0.0299268399142671,167.72958374023438,-0.0010772970161183,1,0.7783790889525409,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0010772970161183,-0.0
2014-11-13,167.7378387451172,168.26358492825182,166.9327926441749,167.71319537206227,85357900,0.0011277280673602,0.0011270926597298,0.0066236715028819,0.1051475253768668,0.0962041738630969,0.031291680078249,163.41642303466796,162.0050811767578,156.9272822570801,0.0264441947155609,167.7378387451172,0.0,1,0.9182633127080873,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0011277280673602,0.0
2014-11-14,167.77890014648438,167.98426992668655,167.3517274939264,167.66389357096222,80417500,0.0002447951021331,0.0002447651447009,0.0064662397399627,0.102648373617986,0.0836740154663331,0.0285450497642745,164.06416091918945,162.07187896728516,157.04438552856445,0.0226419908314079,167.77890014648438,0.0,1,0.9915903441306496,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0002447951021331,0.0
2014-11-17,167.88565063476562,168.05816673124568,167.2941847822257,167.45849060164446,80441000,0.0006362569321174,0.0006360546064917,0.0063654320868982,0.1010481017364217,0.0739356010759508,0.030801248816259,164.64206924438477,162.14931518554687,157.17826683044433,0.0197008055430005,167.88565063476562,0.0,1,0.9987916119000224,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0006362569321174,0.0
2014-11-18,168.8550262451172,169.15896949150834,167.94318397116783,167.94318397116783,76068100,0.0057740230132021,0.0057574172330987,0.0051386373575813,0.0815733391554377,0.0591535602262012,0.0315228251842927,165.11359558105468,162.2669073486328,157.31205307006837,0.0226597370791663,168.8550262451172,0.0,1,0.9999196540467196,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0057740230132021,0.0
2014-11-19,168.58392333984375,168.85501291716375,167.82816415524326,168.65785344235604,82373000,-0.0016055364847705,-0.0016068267396917,0.0047037016677647,0.0746689491260709,0.0650268601191623,0.0291982878982486,165.6282531738281,162.3668118286133,157.4453746032715,0.0178452052073123,168.8550262451172,-0.0016055364847705,1,0.9999298390865344,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0016055364847705,-0.0
2014-11-20,168.87966918945312,168.98646547998158,167.72959096735502,167.79531079731285,72840300,0.0017542945006279,0.0017527575233084,0.0042669036351167,0.0677349953207785,0.0546348741669437,0.0314157032759339,166.06568984985353,162.46887176513673,157.5708177947998,0.0169449772685967,168.87966918945312,0.0,1,0.9999760065070338,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0017542945006279,0.0
2014-11-21,169.7832794189453,170.7361980993706,169.2082466065422,170.57190480079473,142327300,0.0053506158191161,0.0053363521313478,0.0041523162718344,0.0659159773209648,0.0521813801371411,0.0375044768181243,166.4866973876953,162.60813690185546,157.69186683654786,0.0198008734810404,169.7832794189453,0.0,1,0.9999795976003436,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0053506158191161,0.0
2014-11-24,170.25978088378906,170.3665771949351,169.97227067384108,170.18585076135489,65880800,0.0028065276302502,0.0028025966847344,0.0040480294105877,0.0642604747217435,0.0565865878880085,0.0374612746902904,166.94261932373047,162.75938568115234,157.8139614868164,0.0198700701683975,170.25978088378906,0.0,1,0.9999810420332208,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0028065276302502,0.0
2014-11-25,170.1365203857422,170.69512010282136,169.88186389502815,170.48975034775842,79108300,-0.0007239554603386,-0.0007242176426394,0.0035561300044733,0.0564518137299095,0.0438487812038697,0.037227306207568,167.2999641418457,162.8836392211914,157.9274594116211,0.0169549124439232,170.25978088378906,-0.0007239554603386,1,0.9999872400435472,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0007239554603386,-0.0
2014-11-26,170.5718994140625,170.67047288313998,170.07079672162726,170.28437674955342,62167800,0.0025589980759757,0.0025557294155422,0.0034502039110851,0.0547702891271627,0.0481042594928602,0.0404516460740649,167.6913963317871,163.01218536376953,158.04276962280272,0.0171774053128888,170.5718994140625,0.0,1,0.9999901671009448,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0025589980759757,0.0
2014-11-28,170.21041870117188,170.76080803777833,169.97219534508986,170.44865459202666,57890100,-0.0021192278102803,-0.0021214765511608,0.0034500461690972,0.0547677850507339,0.039221398425979,0.0397502864113374,168.0125930786133,163.11600341796876,158.15246437072753,0.0130813148126951,170.5718994140625,-0.0021192278102803,1,0.9999863643044756,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0021192278102803,-0.0
2014-12-01,169.02749633789062,169.6682488861552,168.7153428751293,169.5532423399224,103968400,-0.0069497647224405,-0.006974026813182,0.0032264289606539,0.0512179719162412,0.0203310244892098,0.0279038757316147,168.1809944152832,163.1991357421875,158.25215339660645,0.005033279328324,170.5718994140625,-0.0090542643980462,1,0.9999618350182352,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0069497647224405,-0.0
2014-12-02,170.12005615234375,170.3254258698104,169.04392083838204,169.06856420169623,74507200,0.0064637993114982,0.0064429985472563,0.0034453818305395,0.0546937409716089,0.0263663856683784,0.0372298852403303,168.39950561523438,163.3295867919922,158.35641395568848,0.0102170759398816,170.5718994140625,-0.0026489900345302,1,0.9999791070663194,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0064637993114982,0.0
2014-12-03,170.7772674560547,170.9908474818442,170.12830456649536,170.2925978582392,68952000,0.0038632205900661,0.0038557775167331,0.0032972275171232,0.052341864157842,0.0339186724524667,0.0478713259743668,168.67963104248048,163.49191131591795,158.46890312194824,0.0124356236767315,170.7772674560547,0.0,1,0.99998905088242,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.0038632205900661,0.0
2014-12-04,170.58837890625,171.08948173499218,169.79975333478853,170.48979287558095,91316600,-0.0011060520678098,-0.0011066641948027,0.0031621893949333,0.0501982004248767,0.0262925689517599,0.0427882830148711,168.8981460571289,163.62499145507812,158.5760725402832,0.0100074091313553,170.7772674560547,-0.0011060520678098,1,0.99998565772156,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0011060520678098,-0.0
2014-12-05,170.86764526367188,171.25374142642474,170.49798219193158,170.76084897425383,91025500,0.001637077268759,0.0016357387184415,0.0030994996824691,0.0492030320912229,0.0238739106121346,0.0432965989482421,169.09735412597655,163.81656036376953,158.68548904418947,0.0104690646807901,170.86764526367188,0.0,1,0.9999858753710034,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,0.001637077268759,0.0
2014-12-08,169.72573852539062,170.9661670239382,169.1671264129221,170.47328725563628,108588200,-0.006682989845849,-0.0067054210165359,0.0035649685902851,0.0565921219299068,0.0160812408543156,0.0424131862459495,169.23166427612304,163.9596615600586,158.78506401062012,0.0029195142137314,170.86764526367188,-0.006682989845849,1,0.9999566631445458,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.006682989845849,-0.0
2014-12-09,169.6107940673828,169.71759036358128,167.50780953618442,167.8856829100341,125180100,-0.0006772364581028,-0.0006774658863035,0.0035350941109892,0.0561178792733198,0.0122070077286826,0.042492717255834,169.33393783569335,164.10637786865234,158.88434776306153,0.0016349719095183,170.86764526367188,-0.0073557003395789,1,0.9999677480508232,Low-Volatility / Bull,1.0,0.0,1.0,0.0,1,-0.0006772364581028,-0.0
2014-12-10,166.8916473388672,169.2082111939498,166.70269817701256,169.15071419213032,159856400,-0.0160316844424144,-0.016161582084903,0.0051292434905767,0.081424216139778,-0.0049957579496823,0.0181047728860876,169.292041015625,164.20725372314453,158.96999534606934,-0.0141790107931668,170.86764526367188,-0.0232694605152964,1,0.9860744207488424,Low-Volatility / Bull,-1.0,0.0,1.0,0.0,1,-0.0160316844424144,-0.0
2014-12-11,167.7378387451172,169.38079713426018,167.34353224146065,167.48318220036447,159012800,0.0050703041149318,0.0050574934075638,0.0052588544470941,0.0834817262885828,0.0011277280673602,0.0218907391948597,169.30148849487304,164.3689208984375,159.05594451904298,-0.0092358889674097,170.86764526367188,-0.0183171396417676,1,0.9977294342221116,Low-Volatility / Bull,1.0,0.0,-1.0,0.0,1,-0.0050703041149318,0.0
2014-12-12,165.02691650390625,167.43385650213014,164.99406285906872,166.46450475996315,202330200,-0.0161616619213168,-0.0162936859975016,0.0063777662111559,0.1012438998889765,-0.0161616619213168,4.484628773071542e-05,169.1659423828125,164.4758770751953,159.12643508911134,-0.0244672528087235,170.86764526367188,-0.0341827661448286,1,0.709604411372941,Low-Volatility / Bull,-1.0,0.0,1.0,0.0,1,-0.0161616619213168,-0.0
2014-12-15,163.89329528808594,166.37416574884256,163.29361903813998,165.9223497243175,189965800,-0.0068693110180816,-0.0068930133431398,0.0065136656872153,0.1034012371907185,-0.0231590793300349,-0.0059293966170037,168.97166213989257,164.52500213623046,159.1965644836426,-0.0300545475347353,170.86764526367188,-0.0408172651108029,0,0.7869274769295368,Intermediate,-1.0,0.0,-1.0,0.0,1,0.0068693110180816,-0.0
2014-12-16,162.57891845703125,166.2673512935725,162.5378419984192,163.12930790506184,259543800,-0.0080197108047911,-0.0080520416575649,0.0066742799628865,0.105950909773315,-0.0316092063715388,-0.0062261659394381,168.70632553100586,164.5516180419922,159.24958961486817,-0.0363199604679225,170.86764526367188,-0.048509633253563,0,0.9934480490137952,Intermediate,-1.0,0.0,-1.0,0.0,0,0.0080197108047911,-0.0
2014-12-17,165.76620483398438,166.21802068992585,162.89102897679376,163.01425832010796,253910100,0.019604549022729,0.019414855085713,0.0080511782719084,0.1278084928110987,-0.0182927418852723,0.019089780504109,168.55188446044923,164.69176239013672,159.3178623199463,-0.0165271342731176,170.86764526367188,-0.029856093714028,0,0.9999948553786911,Intermediate,-1.0,0.0,-1.0,0.0,0,-0.019604549022729,0.0
2014-12-18,169.86544799804688,174.95040565365042,167.51601726093492,168.18963614241468,257633900,0.0247290644565816,0.0244282502903051,0.0098751582792232,0.1567632777853511,0.0076017014719709,0.0361795758834349,168.61596069335937,164.858359375,159.4048892211914,0.0074102552305816,170.86764526367188,-0.0058653425233224,0,0.9999560028670382,Intermediate,1.0,-1.0,-1.0,0.0,0,-0.0247290644565816,0.0
2014-12-19,170.58819580078125,171.25726426516715,169.8365210008595,170.5138450572161,245084600,0.004254825282318,0.0042457991073671,0.0099086484313233,0.1572949174683112,0.0101168282690764,0.05765417635857,168.70138702392578,165.10348571777342,159.4952059173584,0.0111843109896179,170.86764526367188,-0.001635473248662,0,0.999940894715666,Intermediate,1.0,0.0,1.0,-1.0,0,0.004254825282318,-0.004254825282318
2014-12-22,171.3729248046875,171.3729248046875,170.5386561795622,170.77819441316657,148318900,0.00460013660513,0.0045895883134218,0.0098909163489112,0.1570134293865732,0.0093627911487073,0.0541441185061486,168.7808692932129,165.40045166015625,159.58985137939453,0.0153575196189539,171.3729248046875,0.0,0,0.9999453057263368,Intermediate,1.0,0.0,1.0,0.0,0,0.00460013660513,0.0
2014-12-23,171.60421752929688,172.0007002789563,171.31510790944475,171.95114151074378,122167900,0.0013496456623645,0.0013487357093083,0.0098784879850486,0.1568161352266689,0.0078963842108163,0.0574903103973323,168.84809112548828,165.75346832275392,159.68942054748535,0.0163231126004275,171.60421752929688,0.0,0,0.9999306495007372,Intermediate,1.0,0.0,1.0,0.0,0,0.0013496456623645,0.0
2014-12-24,171.62071228027344,172.09153310258455,171.57940911243207,171.82721551552294,42963400,9.612089501098708e-05,9.611627569376446e-05,0.009875105928187,0.1567624467384152,0.008723535024498,0.0603829917258271,168.92230072021485,166.10205017089845,159.78887001037597,0.0159742766263168,171.62071228027344,0.0,0,0.9999169467863208,Intermediate,1.0,0.0,1.0,0.0,0,9.612089501098708e-05,0.0
2014-12-26,172.17416381835938,172.5128321970742,172.01721932071302,172.06677808755734,57326700,0.0032248528206904,0.0032196641350052,0.0098836008992734,0.1568973002237516,0.0093934839783156,0.0784173662989113,169.00241394042968,166.48256713867187,159.8995932006836,0.0187674826884287,172.17416381835938,0.0,0,0.999933829212525,Intermediate,1.0,0.0,1.0,0.0,0,0.0032248528206904,0.0
2014-12-29,172.40545654296875,172.61195981952903,171.9263674288737,171.99244998984818,79643900,0.0013433648782135,0.001342463370894,0.0098653611130525,0.156607752593907,0.012896025158428,0.0796995240202087,169.11216583251954,166.8703369140625,160.01357963562012,0.0194740023240593,172.40545654296875,0.0,0,0.9998839232374678,Intermediate,1.0,0.0,1.0,0.0,0,0.0013433648782135,0.0
2014-12-30,171.4803009033203,172.11632182757245,171.4059501555861,171.984169328845,73540800,-0.0053661621749069,-0.0053806117388016,0.0098070250992455,0.1556816970838337,0.0145112754940561,0.0622116122041547,169.23480606079102,167.20346008300783,160.11617515563964,0.0132685166532626,172.40545654296875,-0.0053661621749069,0,0.9998264734243753,Intermediate,1.0,0.0,1.0,0.0,0,-0.0053661621749069,-0.0
2014-12-31,169.7786865234375,171.9676282785882,169.65478962957997,171.80242821879258,130333800,-0.0099230895380931,-0.0099726515357467,0.0099887985243564,0.1585672607506565,-0.0020066395263856,0.0529033342332574,169.2177375793457,167.4724841308594,160.20487495422364,0.003314953574703,172.40545654296875,-0.0152360028052626,0,0.999970963890524,Intermediate,-1.0,0.0,1.0,0.0,0,-0.0099230895380931,-0.0
2015-01-02,169.6879119873047,170.8856413965422,168.65539532690207,170.47263473238118,121465900,-0.0005346639085953,-0.0005348068923106,0.0099463611095673,0.1578935876757579,-0.006378808403351,0.0688397220068492,169.1632698059082,167.6777523803711,160.29717170715332,0.0031013953679095,172.40545654296875,-0.0157625205730467,0,0.9999835036502248,Intermediate,-1.0,0.0,-1.0,0.0,0,0.0005346639085953,-0.0
2015-01-05,166.6233367919922,168.8122661140158,166.3177160273211,168.6470660413276,169632600,-0.0180600677998901,-0.0182251413375528,0.0107139390659604,0.1700785099825863,-0.0232433307572309,0.0314960793554217,168.96501770019532,167.84440368652344,160.3697300720215,-0.0138589687976603,172.40545654296875,-0.0335379161826904,0,0.9998587520723946,Intermediate,-1.0,0.0,-1.0,0.0,0,0.0180600677998901,-0.0
2015-01-06,165.05386352539062,167.44929531034774,164.26088578879694,166.92890327683455,209151400,-0.0094192884191297,-0.0094639304683378,0.0108485445872974,0.1722153063899094,-0.0340250591579803,0.042455031293012,168.67432861328126,167.94286224365234,160.43739097595216,-0.0214642329846841,172.40545654296875,-0.0426413012963188,0,0.9999570752915778,Intermediate,-1.0,0.0,-1.0,0.0,0,0.0094192884191297,-0.0
2015-01-07,167.11065673828125,167.44932502984875,165.9294644192436,166.3755058100245,125346700,0.0124613454599578,0.0123843419462861,0.0112214709862278,0.1781353294433132,-0.0154076913132309,0.0676317152723173,168.54357452392577,168.0578128051758,160.51846878051757,-0.0085017645418521,172.40545654296875,-0.0307113238226764,0,0.9999560712484836,Intermediate,-1.0,0.0,-1.0,0.0,0,-0.0124613454599578,0.0
2015-01-08,170.07601928710938,170.29079066750828,168.49834452192908,168.51485570199495,147217800,0.0177449039259793,0.0175893011921285,0.0119568467197984,0.1898090573106304,0.0027428986597499,0.1047241341954978,168.56683578491212,168.23650634765625,160.61079299926757,0.0089530274159204,172.40545654296875,-0.0135113893873701,0,0.999744338502938,Intermediate,1.0,0.0,-1.0,0.0,0,-0.0177449039259793,0.0
2015-01-09,168.71315002441406,170.5055966664213,168.10189588592164,170.4890728778248,158567300,-0.0080132946926199,-0.0080455736949536,0.0115098549008253,0.1827132821641315,0.0109142830967949,0.0941784654919861,168.65791091918945,168.35097686767577,160.7017546081543,0.000327521578582,172.40545654296875,-0.0214164133351223,0,0.9998213937232412,Intermediate,1.0,0.0,1.0,0.0,0,-0.0080132946926199,-0.0
2015-01-12,167.39154052734375,169.0022760675028,166.78855452639888,168.84533157044453,144396100,-0.0078334705793773,-0.0078643133864375,0.0116076590397641,0.1842658747370809,-0.0020645205659269,0.0930028192454752,168.64059600830078,168.44394256591798,160.78769538879394,-0.0074066121119231,172.40545654296875,-0.0290821190707231,0,0.9998471074090788,Intermediate,-1.0,0.0,1.0,0.0,0,-0.0078334705793773,-0.0
2015-01-13,166.92076110839844,169.72920115106805,165.62391424017915,168.60582261320778,214553300,-0.0028124445086185,-0.0028164068616847,0.0109997004921099,0.1746148319899056,0.0114759740084422,0.0908643893371838,168.73528823852538,168.50662811279298,160.8675796508789,-0.0107536908791829,172.40545654296875,-0.0318127717332621,0,0.9999560924706106,Intermediate,1.0,0.0,-1.0,0.0,0,0.0028124445086185,-0.0
2015-01-14,165.91294860839844,166.1111962382504,164.02138464722543,164.91346747166824,192991100,-0.0060376701694137,-0.0060559705984356,0.0109714028668483,0.1741656211150908,0.0123229770733599,0.0716219445910459,168.836270904541,168.51169769287108,160.936240234375,-0.0173145395860786,172.40545654296875,-0.0376583668797755,0,0.9999433881543878,Intermediate,1.0,0.0,1.0,0.0,0,-0.0060376701694137,-0.0
2015-01-15,164.39309692382812,166.86286751898896,164.2774556177399,166.54899117615352,176613900,-0.0091605368798405,-0.0092027526080698,0.0110218060959398,0.174965747571795,0.0111587559076815,0.051594336324233,168.92697982788087,168.48456298828123,160.99225646972656,-0.0268393060047146,172.40545654296875,-0.0464739329009792,0,0.999912785502955,Intermediate,1.0,0.0,1.0,0.0,0,-0.0091605368798405,-0.0
